symbol,theme_id,theme_label,theme_family,membership_type,assignment_order,fit_score,corr_with_theme_moves,med_abs_resid,fit_overlap_months,sector_mode,industry_mode,primary_theme_id
KOVAI,IND::Healthcare Services,Healthcare Services,Healthcare Services,primary,1,1.0,,,,Healthcare,Healthcare Services,IND::Healthcare Services
KOVAI,IND::Pharmaceuticals::A,Pharmaceuticals · Group 5,Pharmaceuticals,secondary,2,0.1676,0.3165,0.18,48.0,Healthcare,Healthcare Services,IND::Healthcare Services
KPIL,IND::Electric Utilities::B,Electric Utilities · Group 2,Electric Utilities,primary,1,1.0,,,,Industrials,Electric Utilities,IND::Electric Utilities::B
KPIL,IND::Other Electrical Equipment/Products::A,Other Electrical Equipment / Products · Group 2,Other Electrical Equipment / Products,secondary,2,0.3369,0.5113,0.07,48.0,Industrials,Electric Utilities,IND::Electric Utilities::B
KPIL,IND::Other Industrial Goods,Other Industrial Goods,Other Industrial Goods,secondary,3,0.2655,0.4435,0.15,48.0,Industrials,Electric Utilities,IND::Electric Utilities::B
KPITTECH,IND::IT Consulting & Software::B::B::A::A,IT Consulting & Software · Group 2,IT Consulting & Software,primary,1,1.0,,,,Technology,IT Consulting & Software,IND::IT Consulting & Software::B::B::A::A
KPRMILL,IND::Textiles,Textiles,Textiles,primary,1,1.0,,,,Consumer Cyclical,Textiles,IND::Textiles
KPRMILL,IND::Specialty Retail,Specialty Retail,Specialty Retail,secondary,2,0.1599,0.311,0.1925,50.0,Consumer Cyclical,Textiles,IND::Textiles
KRBL,UNCLASSIFIED::B::B::A::A::B,Cross-sector · Group 5,Cross-sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::A::A::B
KRBL,UNCLASSIFIED::B::A::A,Cross-sector · Group 10,Cross-sector,secondary,2,0.2377,0.4167,0.18,23.0,,,UNCLASSIFIED::B::B::A::A::B
KRBL,UNCLASSIFIED::B::B::A::B::B,Cross-sector · Group 3,Cross-sector,secondary,3,0.212,0.3885,0.2,21.0,,,UNCLASSIFIED::B::B::A::A::B
KRN,UNCLASSIFIED::A::A,Cross-sector · Group 2,Cross-sector,primary,1,1.0,,,,,,UNCLASSIFIED::A::A
KRSNAA,IND::Healthcare Services,Healthcare Services,Healthcare Services,primary,1,1.0,,,,Healthcare,Healthcare Services,IND::Healthcare Services
KRSNAA,IND::Healthcare Facilities,Healthcare Facilities,Healthcare Facilities,secondary,2,0.1836,0.3179,0.13,50.0,Healthcare,Healthcare Services,IND::Healthcare Services
KSB,IND::Industrial Machinery::B,Industrial Machinery · Group 2,Industrial Machinery,primary,1,1.0,,,,Industrials,Industrial Machinery,IND::Industrial Machinery::B
KSB,IND::Commercial Vehicles,Commercial Vehicles,Commercial Vehicles,secondary,2,0.2825,0.4764,0.17,50.0,Industrials,Industrial Machinery,IND::Industrial Machinery::B
KSHINTL,UNCLASSIFIED::B::A::B::NoRank::3,Cross-sector (no Rank) · Group 3,Cross-sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::3
KSL,IND::Iron & Steel/Interm.Products,Iron & Steel / Interm.products,Iron & Steel / Interm.products,primary,1,1.0,,,,Basic Materials,Iron & Steel/Interm.Products,IND::Iron & Steel/Interm.Products
KTKBANK,IND::Banks::A,Banks · Group 2,Banks,primary,1,1.0,,,,Financial Services,Banks,IND::Banks::A
LALPATHLAB,IND::Healthcare Services,Healthcare Services,Healthcare Services,primary,1,1.0,,,,Healthcare,Healthcare Services,IND::Healthcare Services
LANDMARK,IND::Specialty Retail,Specialty Retail,Specialty Retail,primary,1,1.0,,,,Consumer Cyclical,Specialty Retail,IND::Specialty Retail
LANDMARK,IND::Travel Support Services,Travel Support Services,Travel Support Services,secondary,2,0.1912,0.3493,0.1775,50.0,Consumer Cyclical,Specialty Retail,IND::Specialty Retail
LANDMARK,IND::Auto Parts & Equipment::B::B::A,Auto Parts & Equipment · Group 2,Auto Parts & Equipment,secondary,3,0.1755,0.3311,0.1875,50.0,Consumer Cyclical,Specialty Retail,IND::Specialty Retail
LAOPALA,IND::Houseware,Houseware,Houseware,primary,1,1.0,,,,Consumer Cyclical,Houseware,IND::Houseware
LAURUSLABS,IND::Pharmaceuticals::B::A::B::A,Pharmaceuticals · Group 3,Pharmaceuticals,primary,1,1.0,,,,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::A::B::A
LAXMIDENTL,UNCLASSIFIED::B::B::A::A::A,Cross-sector · Group 8,Cross-sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::A::A::A
LEMONTREE,IND::Hotels,Hotels,Hotels,primary,1,1.0,,,,Consumer Cyclical,Hotels,IND::Hotels
LENSKART,UNCLASSIFIED::B::A::B::NoRank::1,Cross-sector (no Rank) · Group 1,Cross-sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::1
LGBBROSLTD,IND::Auto Parts & Equipment::B::B::A,Auto Parts & Equipment · Group 2,Auto Parts & Equipment,primary,1,1.0,,,,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::B::A
LGBBROSLTD,IND::Other Apparels & Accessories,Other Apparels & Accessories,Other Apparels & Accessories,secondary,2,0.2521,0.4158,0.13,50.0,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::B::A
LGBBROSLTD,IND::Cars & Utility Vehicles,Cars & Utility Vehicles,Cars & Utility Vehicles,secondary,3,0.2336,0.4044,0.165,50.0,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::B::A
LGEINDIA,UNCLASSIFIED::B::A::B::NoRank::2,Cross-sector (no Rank) · Group 2,Cross-sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::2
LICHSGFIN,IND::Housing Finance,Housing Finance,Housing Finance,primary,1,1.0,,,,Financial Services,Housing Finance,IND::Housing Finance
LICHSGFIN,IND::Banks::B::B,Banks · Group 1,Banks,secondary,2,0.2155,0.3549,0.11,50.0,Financial Services,Housing Finance,IND::Housing Finance
LICI,IND::Life Insurance,Life Insurance,Life Insurance,primary,1,1.0,,,,Financial Services,Life Insurance,IND::Life Insurance
LICI,IND::Banks::B::B,Banks · Group 1,Banks,secondary,2,0.1977,0.3681,0.2,50.0,Financial Services,Life Insurance,IND::Life Insurance
LINDEINDIA,IND::Iron & Steel Products,Iron & Steel Products,Iron & Steel Products,primary,1,1.0,,,,Basic Materials,Industrial Gases,IND::Iron & Steel Products
LINDEINDIA,IND::Mining,Mining,Mining,secondary,2,0.2559,0.4384,0.17,50.0,Basic Materials,Industrial Gases,IND::Iron & Steel Products
LINDEINDIA,IND::Iron & Steel/Interm.Products,Iron & Steel / Interm.products,Iron & Steel / Interm.products,secondary,3,0.1871,0.3294,0.145,50.0,Basic Materials,Industrial Gases,IND::Iron & Steel Products
LODHA,IND::Realty::B,Realty · Group 1,Realty,primary,1,1.0,,,,Real Estate,Realty,IND::Realty::B
LOTUSDEV,UNCLASSIFIED::B::A::B::NoRank::3,Cross-sector (no Rank) · Group 3,Cross-sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::3
LT,IND::Construction & Engineering,Construction & Engineering,Construction & Engineering,primary,1,1.0,,,,Industrials,Construction & Engineering,IND::Construction & Engineering
LTF,IND::Housing Finance,Housing Finance,Housing Finance,primary,1,1.0,,,,,,IND::Housing Finance
LTFOODS,IND::Breweries & Distilleries,Breweries & Distilleries,Breweries & Distilleries,primary,1,1.0,,,,Consumer Defensive,Other Agricultural Products,IND::Breweries & Distilleries
LTIM,IND::IT Consulting & Software::B::B::A::B,IT Consulting & Software · Group 1,IT Consulting & Software,primary,1,1.0,,,,Technology,IT Consulting & Software,IND::IT Consulting & Software::B::B::A::B
LTIM,IND::IT Consulting & Software::B::B::A::A,IT Consulting & Software · Group 2,IT Consulting & Software,secondary,2,0.3282,0.5482,0.185,50.0,Technology,IT Consulting & Software,IND::IT Consulting & Software::B::B::A::B
LTTS,IND::IT Consulting & Software::B::B::A::B,IT Consulting & Software · Group 1,IT Consulting & Software,primary,1,1.0,,,,Technology,IT Consulting & Software,IND::IT Consulting & Software::B::B::A::B
LTTS,IND::IT Consulting & Software::B::B::A::A,IT Consulting & Software · Group 2,IT Consulting & Software,secondary,2,0.2664,0.4299,0.115,50.0,Technology,IT Consulting & Software,IND::IT Consulting & Software::B::B::A::B
LUMAXIND,IND::Auto Parts & Equipment::B::B::A,Auto Parts & Equipment · Group 2,Auto Parts & Equipment,primary,1,1.0,,,,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::B::A
LUMAXIND,IND::Cars & Utility Vehicles,Cars & Utility Vehicles,Cars & Utility Vehicles,secondary,2,0.3183,0.5233,0.16,46.0,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::B::A
LUMAXTECH,IND::Auto Parts & Equipment::B::A,Auto Parts & Equipment · Group 1,Auto Parts & Equipment,primary,1,1.0,,,,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::A
LUPIN,IND::Pharmaceuticals::B::A::B::B,Pharmaceuticals · Group 2,Pharmaceuticals,primary,1,1.0,,,,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::A::B::B
M&M,IND::Cars & Utility Vehicles,Cars & Utility Vehicles,Cars & Utility Vehicles,primary,1,1.0,,,,Consumer Cyclical,Cars & Utility Vehicles,IND::Cars & Utility Vehicles
M&MFIN,IND::Finance (including NBFCs)::B::A,Finance (including Nbfcs) · Group 1,Finance (including Nbfcs),primary,1,1.0,,,,Financial Services,Finance (including NBFCs),IND::Finance (including NBFCs)::B::A
M&MFIN,IND::Banks::A,Banks · Group 2,Banks,secondary,2,0.2265,0.3933,0.1625,50.0,Financial Services,Finance (including NBFCs),IND::Finance (including NBFCs)::B::A
M&MFIN,IND::Finance (including NBFCs)::B::B,Finance (including Nbfcs) · Group 2,Finance (including Nbfcs),secondary,3,0.2105,0.3736,0.17,50.0,Financial Services,Finance (including NBFCs),IND::Finance (including NBFCs)::B::A
MAHABANK,IND::Banks::B::B,Banks · Group 1,Banks,primary,1,1.0,,,,Financial Services,Banks,IND::Banks::B::B
MAHABANK,IND::Banks::B::A,Banks · Group 3,Banks,secondary,2,0.2316,0.3919,0.1425,46.0,Financial Services,Banks,IND::Banks::B::B
MAHABANK,IND::Finance (including NBFCs)::B::B,Finance (including Nbfcs) · Group 2,Finance (including Nbfcs),secondary,3,0.217,0.3892,0.185,46.0,Financial Services,Banks,IND::Banks::B::B
MAHLIFE,IND::Realty::A,Realty · Group 2,Realty,primary,1,1.0,,,,Real Estate,Realty,IND::Realty::A
MAHLOG,IND::Transportation - Logistics,Transportation - Logistics,Transportation - Logistics,primary,1,1.0,,,,Industrials,Transportation - Logistics,IND::Transportation - Logistics
MAHSCOOTER,IND::Consumer Electronics,Consumer Electronics,Consumer Electronics,primary,1,1.0,,,,Consumer Cyclical,Investment Companies,IND::Consumer Electronics
MAHSCOOTER,IND::Cars & Utility Vehicles,Cars & Utility Vehicles,Cars & Utility Vehicles,secondary,2,0.1915,0.3185,0.105,50.0,Consumer Cyclical,Investment Companies,IND::Consumer Electronics
MAHSEAMLES,IND::Iron & Steel/Interm.Products,Iron & Steel / Interm.products,Iron & Steel / Interm.products,primary,1,1.0,,,,Basic Materials,Iron & Steel/Interm.Products,IND::Iron & Steel/Interm.Products
MANAPPURAM,IND::Finance (including NBFCs)::B::B,Finance (including Nbfcs) · Group 2,Finance (including Nbfcs),primary,1,1.0,,,,Financial Services,Finance (including NBFCs),IND::Finance (including NBFCs)::B::B
MANAPPURAM,IND::Banks::A,Banks · Group 2,Banks,secondary,2,0.2083,0.3672,0.1625,50.0,Financial Services,Finance (including NBFCs),IND::Finance (including NBFCs)::B::B
MANAPPURAM,IND::Finance (including NBFCs)::B::A,Finance (including Nbfcs) · Group 1,Finance (including Nbfcs),secondary,3,0.1619,0.3117,0.1875,50.0,Financial Services,Finance (including NBFCs),IND::Finance (including NBFCs)::B::B
MANKIND,IND::Pharmaceuticals::B::B,Pharmaceuticals · Group 1,Pharmaceuticals,primary,1,1.0,,,,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::B
MANORAMA,IND::Other Food Products,Other Food Products,Other Food Products,primary,1,1.0,,,,Consumer Defensive,Other Food Products,IND::Other Food Products
MANYAVAR,IND::Specialty Retail,Specialty Retail,Specialty Retail,primary,1,1.0,,,,Consumer Cyclical,Specialty Retail,IND::Specialty Retail
MAPMYINDIA,IND::Internet Software & Services,Internet Software & Services,Internet Software & Services,primary,1,1.0,,,,Technology,Internet Software & Services,IND::Internet Software & Services
MARATHON,UNCLASSIFIED::B::B::A::B::B,Cross-sector · Group 3,Cross-sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::A::B::B
MARATHON,UNCLASSIFIED::B::A::A,Cross-sector · Group 10,Cross-sector,secondary,2,0.1809,0.312,0.125,21.0,,,UNCLASSIFIED::B::B::A::B::B
MARICO,IND::Personal Products,Personal Products,Personal Products,primary,1,1.0,,,,Consumer Defensive,Personal Products,IND::Personal Products
MARICO,IND::Cigarettes-Tobacco Products,Cigarettes-tobacco Products,Cigarettes-tobacco Products,secondary,2,0.1896,0.3287,0.135,50.0,Consumer Defensive,Personal Products,IND::Personal Products
MARICO,IND::Other Food Products,Other Food Products,Other Food Products,secondary,3,0.1797,0.3017,0.105,50.0,Consumer Defensive,Personal Products,IND::Personal Products
MARKSANS,IND::Pharmaceuticals::B::A::B::A,Pharmaceuticals · Group 3,Pharmaceuticals,primary,1,1.0,,,,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::A::B::A
MARKSANS,IND::Pharmaceuticals::B::A::B::B,Pharmaceuticals · Group 2,Pharmaceuticals,secondary,2,0.1748,0.3097,0.14,50.0,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::A::B::A
MARUTI,IND::Cars & Utility Vehicles,Cars & Utility Vehicles,Cars & Utility Vehicles,primary,1,1.0,,,,Consumer Cyclical,Cars & Utility Vehicles,IND::Cars & Utility Vehicles
MARUTI,IND::Auto Parts & Equipment::B::B::A,Auto Parts & Equipment · Group 2,Auto Parts & Equipment,secondary,2,0.2857,0.4767,0.16,50.0,Consumer Cyclical,Cars & Utility Vehicles,IND::Cars & Utility Vehicles
MARUTI,IND::2/3 Wheelers,2 / 3 Wheelers,2 / 3 Wheelers,secondary,3,0.277,0.4515,0.13,50.0,Consumer Cyclical,Cars & Utility Vehicles,IND::Cars & Utility Vehicles
MASFIN,IND::Finance (including NBFCs)::A,Finance (including Nbfcs) · Group 3,Finance (including Nbfcs),primary,1,1.0,,,,Financial Services,Finance (including NBFCs),IND::Finance (including NBFCs)::A
MASFIN,IND::Housing Finance,Housing Finance,Housing Finance,secondary,2,0.2813,0.4757,0.1725,50.0,Financial Services,Finance (including NBFCs),IND::Finance (including NBFCs)::A
MASTEK,IND::IT Consulting & Software::B::B::A::B,IT Consulting & Software · Group 1,IT Consulting & Software,primary,1,1.0,,,,Technology,IT Consulting & Software,IND::IT Consulting & Software::B::B::A::B
MAXESTATES,IND::Realty::B,Realty · Group 1,Realty,primary,1,1.0,,,,,,IND::Realty::B
MAXHEALTH,IND::Healthcare Facilities,Healthcare Facilities,Healthcare Facilities,primary,1,1.0,,,,Healthcare,Healthcare Facilities,IND::Healthcare Facilities
MAYURUNIQ,IND::Textiles,Textiles,Textiles,primary,1,1.0,,,,Consumer Cyclical,Textiles,IND::Textiles
MAYURUNIQ,IND::Specialty Retail,Specialty Retail,Specialty Retail,secondary,2,0.2883,0.4804,0.16,50.0,Consumer Cyclical,Textiles,IND::Textiles
MAYURUNIQ,IND::Containers & Packaging,Containers & Packaging,Containers & Packaging,secondary,3,0.2876,0.458,0.11,50.0,Consumer Cyclical,Textiles,IND::Textiles
MAZDOCK,IND::Shipping,Shipping,Shipping,primary,1,1.0,,,,Industrials,Shipping,IND::Shipping
MAZDOCK,IND::Defence,Defence,Defence,secondary,2,0.2128,0.364,0.14,48.0,Industrials,Shipping,IND::Shipping
MBEL,UNCLASSIFIED::B::A::B::NoRank::1,Cross-sector (no Rank) · Group 1,Cross-sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::1
MCX,IND::Exchange,Exchange,Exchange,primary,1,1.0,,,,Financial Services,Exchange,IND::Exchange
MEDANTA,IND::Healthcare Facilities,Healthcare Facilities,Healthcare Facilities,primary,1,1.0,,,,Healthcare,Healthcare Facilities,IND::Healthcare Facilities
MEDIASSIST,IND::Healthcare Services,Healthcare Services,Healthcare Services,primary,1,1.0,,,,Healthcare,Healthcare Services,IND::Healthcare Services
MEDIASSIST,IND::Pharmaceuticals::B::A::B::A,Pharmaceuticals · Group 3,Pharmaceuticals,secondary,2,0.2156,0.3723,0.15,22.0,Healthcare,Healthcare Services,IND::Healthcare Services
MEDPLUS,IND::Healthcare Facilities,Healthcare Facilities,Healthcare Facilities,primary,1,1.0,,,,Healthcare,Healthcare Supplies,IND::Healthcare Facilities
MEESHO,UNCLASSIFIED::B::A::B::NoRank::2,Cross-sector (no Rank) · Group 2,Cross-sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::2
METROBRAND,IND::Footwear,Footwear,Footwear,primary,1,1.0,,,,Consumer Cyclical,Footwear,IND::Footwear
METROBRAND,IND::2/3 Wheelers,2 / 3 Wheelers,2 / 3 Wheelers,secondary,2,0.2129,0.3534,0.115,50.0,Consumer Cyclical,Footwear,IND::Footwear
METROBRAND,IND::Restaurants,Restaurants,Restaurants,secondary,3,0.2123,0.3847,0.19,50.0,Consumer Cyclical,Footwear,IND::Footwear
METROPOLIS,IND::Healthcare Services,Healthcare Services,Healthcare Services,primary,1,1.0,,,,Healthcare,Healthcare Services,IND::Healthcare Services
MFSL,IND::Life Insurance,Life Insurance,Life Insurance,primary,1,1.0,,,,Financial Services,Life Insurance,IND::Life Insurance
MGL,IND::Utilities:Non-Electrical,Utilities:non-electrical,Utilities:non-electrical,primary,1,1.0,,,,Utilities,Utilities:Non-Electrical,IND::Utilities:Non-Electrical
MHRIL,IND::Hotels,Hotels,Hotels,primary,1,1.0,,,,Consumer Cyclical,Hotels,IND::Hotels
MHRIL,IND::Restaurants,Restaurants,Restaurants,secondary,2,0.1743,0.3154,0.155,50.0,Consumer Cyclical,Hotels,IND::Hotels
MIDHANI,IND::Iron & Steel Products,Iron & Steel Products,Iron & Steel Products,primary,1,1.0,,,,Basic Materials,Iron & Steel Products,IND::Iron & Steel Products
MIDWESTLTD,UNCLASSIFIED::B::A::B::NoRank::3,Cross-sector (no Rank) · Group 3,Cross-sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::3
MINDACORP,IND::Auto Parts & Equipment::B::B::A,Auto Parts & Equipment · Group 2,Auto Parts & Equipment,primary,1,1.0,,,,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::B::A
MINDACORP,IND::2/3 Wheelers,2 / 3 Wheelers,2 / 3 Wheelers,secondary,2,0.1841,0.3079,0.105,50.0,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::B::A
MMFL,IND::Other Industrial Products,Other Industrial Products,Other Industrial Products,primary,1,1.0,,,,Industrials,Other Industrial Products,IND::Other Industrial Products
MMFL,IND::Transportation - Logistics,Transportation - Logistics,Transportation - Logistics,secondary,2,0.1681,0.3001,0.14,50.0,Industrials,Other Industrial Products,IND::Other Industrial Products
MOIL,IND::Mining,Mining,Mining,primary,1,1.0,,,,Basic Materials,Mining,IND::Mining
MOIL,IND::Iron & Steel/Interm.Products,Iron & Steel / Interm.products,Iron & Steel / Interm.products,secondary,2,0.3769,0.5844,0.1075,50.0,Basic Materials,Mining,IND::Mining
MOIL,IND::Iron & Steel Products,Iron & Steel Products,Iron & Steel Products,secondary,3,0.2445,0.4222,0.17,50.0,Basic Materials,Mining,IND::Mining
MOLDTKPAC,IND::Containers & Packaging,Containers & Packaging,Containers & Packaging,primary,1,1.0,,,,Consumer Cyclical,Containers & Packaging,IND::Containers & Packaging
MOTHERSON,IND::Auto Parts & Equipment::B::A,Auto Parts & Equipment · Group 1,Auto Parts & Equipment,primary,1,1.0,,,,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::A
MOTHERSON,IND::Auto Parts & Equipment::B::B::B,Auto Parts & Equipment · Group 3,Auto Parts & Equipment,secondary,2,0.3051,0.5001,0.15,50.0,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::A
MOTHERSON,IND::2/3 Wheelers,2 / 3 Wheelers,2 / 3 Wheelers,secondary,3,0.223,0.3657,0.11,50.0,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::A
MOTILALOFS,IND::Other Financial Services,Other Financial Services,Other Financial Services,primary,1,1.0,,,,Financial Services,Other Financial Services,IND::Other Financial Services
MPHASIS,IND::IT Consulting & Software::B::B::A::B,IT Consulting & Software · Group 1,IT Consulting & Software,primary,1,1.0,,,,Technology,IT Consulting & Software,IND::IT Consulting & Software::B::B::A::B
MPHASIS,IND::IT Consulting & Software::B::B::A::A,IT Consulting & Software · Group 2,IT Consulting & Software,secondary,2,0.2972,0.4995,0.175,50.0,Technology,IT Consulting & Software,IND::IT Consulting & Software::B::B::A::B
MPSLTD,IND::Internet Software & Services,Internet Software & Services,Internet Software & Services,primary,1,1.0,,,,Communication Services,Publishing,IND::Internet Software & Services
MRF,IND::Auto Tyres & Rubber Products,Auto Tyres & Rubber Products,Auto Tyres & Rubber Products,primary,1,1.0,,,,Consumer Cyclical,Auto Tyres & Rubber Products,IND::Auto Tyres & Rubber Products
MRF,IND::Hotels,Hotels,Hotels,secondary,2,0.2106,0.378,0.18,50.0,Consumer Cyclical,Auto Tyres & Rubber Products,IND::Auto Tyres & Rubber Products
MRPL,IND::Refineries/Petro-Products,Refineries / Petro-products,Refineries / Petro-products,primary,1,1.0,,,,Energy,Refineries/Petro-Products,IND::Refineries/Petro-Products
MSUMI,IND::Auto Parts & Equipment::B::B::A,Auto Parts & Equipment · Group 2,Auto Parts & Equipment,primary,1,1.0,,,,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::B::A
MSUMI,IND::Auto Parts & Equipment::B::B::B,Auto Parts & Equipment · Group 3,Auto Parts & Equipment,secondary,2,0.2631,0.4529,0.18,50.0,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::B::A
MSUMI,IND::Travel Support Services,Travel Support Services,Travel Support Services,secondary,3,0.2101,0.358,0.135,50.0,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::B::A
MTARTECH,IND::Defence,Defence,Defence,primary,1,1.0,,,,Industrials,Defence,IND::Defence
MUTHOOTFIN,IND::Finance (including NBFCs)::B::A,Finance (including Nbfcs) · Group 1,Finance (including Nbfcs),primary,1,1.0,,,,Financial Services,Finance (including NBFCs),IND::Finance (including NBFCs)::B::A
MUTHOOTFIN,IND::Finance (including NBFCs)::B::B,Finance (including Nbfcs) · Group 2,Finance (including Nbfcs),secondary,2,0.2829,0.4846,0.1875,50.0,Financial Services,Finance (including NBFCs),IND::Finance (including NBFCs)::B::A
MUTHOOTMF,UNCLASSIFIED::A::B,Cross-sector · Group 4,Cross-sector,primary,1,1.0,,,,,,UNCLASSIFIED::A::B
NAM-INDIA,IND::Asset Management Cos.,Asset Management Cos.,Asset Management Cos.,primary,1,1.0,,,,Financial Services,Asset Management Cos.,IND::Asset Management Cos.
NATCOPHARM,IND::Pharmaceuticals::B::A::A,Pharmaceuticals · Group 4,Pharmaceuticals,primary,1,1.0,,,,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::A::A
NATIONALUM,IND::Aluminium and Aluminium Products,Aluminium And Aluminium Products,Aluminium And Aluminium Products,primary,1,1.0,,,,Basic Materials,Aluminium and Aluminium Products,IND::Aluminium and Aluminium Products
NAUKRI,IND::Internet Software & Services,Internet Software & Services,Internet Software & Services,primary,1,1.0,,,,Communication Services,Internet Software & Services,IND::Internet Software & Services
NAVINFLUOR,IND::Commodity Chemicals,Commodity Chemicals,Commodity Chemicals,primary,1,1.0,,,,Basic Materials,Commodity Chemicals,IND::Commodity Chemicals
NAZARA,IND::Internet Software & Services,Internet Software & Services,Internet Software & Services,primary,1,1.0,,,,Communication Services,Internet Software & Services,IND::Internet Software & Services
NBCC,IND::Construction & Engineering,Construction & Engineering,Construction & Engineering,primary,1,1.0,,,,Industrials,Construction & Engineering,IND::Construction & Engineering
NCC,IND::Construction & Engineering,Construction & Engineering,Construction & Engineering,primary,1,1.0,,,,Industrials,Construction & Engineering,IND::Construction & Engineering
NCC,IND::Heavy Electrical Equipment::A,Heavy Electrical Equipment · Group 1,Heavy Electrical Equipment,secondary,2,0.2079,0.342,0.105,50.0,Industrials,Construction & Engineering,IND::Construction & Engineering
NCC,IND::Roads & Highways,Roads & Highways,Roads & Highways,secondary,3,0.1736,0.308,0.14,50.0,Industrials,Construction & Engineering,IND::Construction & Engineering
NEOGEN,IND::Specialty Chemicals::B,Specialty Chemicals · Group 2,Specialty Chemicals,primary,1,1.0,,,,Basic Materials,Specialty Chemicals,IND::Specialty Chemicals::B
NEPHROPLUS,UNCLASSIFIED::B::A::B::NoRank::1,Cross-sector (no Rank) · Group 1,Cross-sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::1
NESCO,IND::Realty::A,Realty · Group 2,Realty,primary,1,1.0,,,,Industrials,Realty,IND::Realty::A
NESTLEIND,IND::Packaged Foods,Packaged Foods,Packaged Foods,primary,1,1.0,,,,Consumer Defensive,Packaged Foods,IND::Packaged Foods
NESTLEIND,IND::Personal Products,Personal Products,Personal Products,secondary,2,0.1857,0.3468,0.19,50.0,Consumer Defensive,Packaged Foods,IND::Packaged Foods
NETWEB,IND::IT Consulting & Software::B::B::B,IT Consulting & Software · Group 3,IT Consulting & Software,primary,1,1.0,,,,Technology,IT Consulting & Software,IND::IT Consulting & Software::B::B::B
NEULANDLAB,IND::Pharmaceuticals::A,Pharmaceuticals · Group 5,Pharmaceuticals,primary,1,1.0,,,,,Pharmaceuticals,IND::Pharmaceuticals::A
NEWGEN,IND::IT Consulting & Software::B::B::B,IT Consulting & Software · Group 3,IT Consulting & Software,primary,1,1.0,,,,Technology,IT Consulting & Software,IND::IT Consulting & Software::B::B::B
NH,IND::Healthcare Facilities,Healthcare Facilities,Healthcare Facilities,primary,1,1.0,,,,Healthcare,Healthcare Facilities,IND::Healthcare Facilities
NHPC,IND::Electric Utilities::A,Electric Utilities · Group 1,Electric Utilities,primary,1,1.0,,,,Utilities,Electric Utilities,IND::Electric Utilities::A
NIITMTS,IND::Breweries & Distilleries,Breweries & Distilleries,Breweries & Distilleries,primary,1,1.0,,,,Consumer Defensive,Education,IND::Breweries & Distilleries
NILKAMAL,IND::Plastic Products,Plastic Products,Plastic Products,primary,1,1.0,,,,Consumer Cyclical,Plastic Products,IND::Plastic Products
NITINSPIN,IND::Textiles,Textiles,Textiles,primary,1,1.0,,,,Consumer Cyclical,Textiles,IND::Textiles
NITINSPIN,IND::Other Apparels & Accessories,Other Apparels & Accessories,Other Apparels & Accessories,secondary,2,0.2293,0.4047,0.18,49.0,Consumer Cyclical,Textiles,IND::Textiles
NITINSPIN,IND::Department Stores,Department Stores,Department Stores,secondary,3,0.1966,0.3409,0.14,49.0,Consumer Cyclical,Textiles,IND::Textiles
NIVABUPA,UNCLASSIFIED::B::B::B::B,Cross-sector · Group 7,Cross-sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::B::B
